title,Year,average_rating,rating_count,Animation,Adventure,Mystery,Drama,Action,Romance,Musical,Comedy,Thriller,Crime,Documentary,Children,Sci-Fi,IMAX,Western,Fantasy,Horror
Traffic (2000),2000.0,4.52,626,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
The Autopsy of Jane Doe (2016),2016.0,3.42,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zombieland: Double Tap (2019),2019.0,3.21,620,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"Hurt Locker, The (2008)",2008.0,3.82,620,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",2005.0,3.67,619,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
High Fidelity (2000),2000.0,3.87,617,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Ocean's Twelve (2004),2004.0,3.26,617,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
Quantum of Solace (2008),2008.0,3.49,616,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ready or Not (2019),2019.0,3.46,612,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
X-Men: Apocalypse (2016),2016.0,3.8,611,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Twilight (2008),2008.0,2.89,608,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
I Heart Huckabees (2004),2004.0,3.59,607,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ghost World (2001),2001.0,3.42,606,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Darjeeling Limited, The (2007)",2007.0,4.12,605,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Road to Perdition (2002),2002.0,3.66,596,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Dead Don't Die (2019),2019.0,2.18,596,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
John Wick: Chapter Two (2017),2017.0,3.71,595,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Death Proof (2007),2007.0,3.59,595,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
Cashback (2006),2006.0,4.12,595,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"Hobbit: The Desolation of Smaug, The (2013)",2013.0,3.82,595,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Star Trek Into Darkness (2013),2013.0,3.71,592,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"Conjuring, The (2013)",2013.0,3.52,589,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Hunger Games: Catching Fire (2013),2013.0,3.55,586,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"Road, The (2009)",2009.0,3.81,581,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Pitch Black (2000),2000.0,3.31,581,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Almost Famous (2000),2000.0,4.25,577,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Moulin Rouge (2001),2001.0,3.84,576,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
The Amazing Spider-Man 2 (2014),2014.0,2.21,571,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
Panic Room (2002),2002.0,3.72,571,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"History of Violence, A (2005)",2005.0,3.84,571,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"Host, The (Gwoemul) (2006)",2006.0,3.83,567,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
"Zero Theorem, The (2013)",2013.0,3.96,563,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Marriage Story (2019),2019.0,4.05,563,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Lego Movie (2014),2014.0,3.95,562,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
We Need to Talk About Kevin (2011),2011.0,3.56,561,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Bridget Jones's Diary (2001),2001.0,3.74,561,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Hunt for the Wilderpeople (2016),2016.0,4.23,559,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Devil Wears Prada, The (2006)",2006.0,3.97,559,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Manchester by the Sea (2016),2016.0,3.86,557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Punisher, The (2004)",2004.0,2.59,551,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
I Am Mother (2019),2019.0,3.8,549,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Theory of Everything (2014),2014.0,4.13,546,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Crash (2004),2004.0,3.95,543,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
G.I. Joe: The Rise of Cobra (2009),2009.0,1.38,543,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
The Irishman (2019),2019.0,3.41,543,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Invitation (2015),2015.0,3.36,542,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Enemy at the Gates (2001),2001.0,4.44,541,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Martyrs (2008),2008.0,3.61,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Solo: A Star Wars Story (2018),2018.0,3.62,537,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Rise of the Planet of the Apes (2011),2011.0,3.64,536,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Pirates of the Caribbean: At World's End (2007),2007.0,3.54,534,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Tropic Thunder (2008),2008.0,3.72,532,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Surrogates (2009),2009.0,3.48,532,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Wedding Crashers (2005),2005.0,3.47,528,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Spider-Man: No Way Home (2021),2021.0,4.06,525,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
21 Jump Street (2012),2012.0,3.91,525,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"Great Gatsby, The (2013)",2013.0,3.77,524,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ice Age (2002),2002.0,3.66,520,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Man of Steel (2013),2013.0,3.39,519,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
Jurassic World: Fallen Kingdom (2018),2018.0,2.84,518,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Bruce Almighty (2003),2003.0,3.58,515,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
Another Earth (2011),2011.0,2.25,511,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Blood Diamond (2006),2006.0,4.01,511,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
Legally Blonde (2001),2001.0,3.77,511,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Incredibles 2 (2018),2018.0,3.96,511,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
American Hustle (2013),2013.0,3.83,509,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Sorry to Bother You (2018),2018.0,4.05,508,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"Simpsons Movie, The (2007)",2007.0,3.62,508,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"A-Team, The (2010)",2010.0,2.42,507,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Fury (2014),2014.0,3.86,504,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Charlie and the Chocolate Factory (2005),2005.0,3.66,504,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
Yes Man (2008),2008.0,3.69,504,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),2001.0,4.37,503,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"Woman in Black, The (2012)",2012.0,2.43,502,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"Passion of the Christ, The (2004)",2004.0,2.95,500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridge of Spies (2015),2015.0,4.13,499,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Boondock Saints, The (2000)",2000.0,4.03,498,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
Wristcutters: A Love Story (2006),2006.0,2.71,498,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"Blind Side, The  (2009)",2009.0,3.82,497,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Crimson Peak (2015),2015.0,3.54,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Thor: Love and Thunder (2022),2022.0,3.07,496,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Resident Evil: Retribution (2012),2012.0,0.86,495,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
"Brothers Grimm, The (2005)",2005.0,2.12,489,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
Swiss Army Man (2016),2016.0,3.82,489,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
[REC] (2007),2007.0,3.74,488,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Austin Powers in Goldmember (2002),2002.0,2.73,487,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
It's Kind of a Funny Story (2010),2010.0,3.88,483,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Wreck-It Ralph (2012),2012.0,3.98,480,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Return to Sleepaway Camp (2008),2008.0,1.0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Anchorman: The Legend of Ron Burgundy (2004),2004.0,3.81,477,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sherlock Holmes: A Game of Shadows (2011),2011.0,3.72,475,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
"Mummy Returns, The (2001)",2001.0,2.26,474,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"Serious Man, A (2009)",2009.0,3.7,474,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
xXx: Return of Xander Cage (2017),2017.0,0.61,473,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Captain Phillips (2013),2013.0,4.1,471,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
Enter the Void (2009),2009.0,3.95,470,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Batman v Superman: Dawn of Justice (2016),2016.0,2.9,468,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Mr. & Mrs. Smith (2005),2005.0,3.32,468,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Harry Potter and the Order of the Phoenix (2007),2007.0,3.95,466,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Margin Call (2011),2011.0,3.78,466,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Kick-Ass 2 (2013),2013.0,1.77,466,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
A Star Is Born (2018),2018.0,3.71,464,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Dogtooth (Kynodontas) (2009),2009.0,3.93,464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Man on Fire (2004),2004.0,3.99,463,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
Memories of Murder (Salinui chueok) (2003),2003.0,4.35,462,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
High Life (2018),2018.0,1.39,460,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Hot Tub Time Machine (2010),2010.0,3.28,458,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Sully (2016),2016.0,3.99,457,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
G.I. Joe: Retaliation (2013),2013.0,2.48,455,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
Nope (2022),2022.0,3.84,453,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"Happening, The (2008)",2008.0,2.48,452,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Apocalypto (2006),2006.0,4.0,449,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Walk the Line (2005),2005.0,4.11,449,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
The Ballad of Buster Scruggs (2018),2018.0,3.83,448,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Gone Baby Gone (2007),2007.0,3.66,448,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Green Hornet, The (2011)",2011.0,3.19,446,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0
Fantastic Four (2005),2005.0,1.66,445,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Man from U.N.C.L.E. (2015),2015.0,3.83,444,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Evil Dead (2013),2013.0,3.95,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Master, The (2012)",2012.0,3.51,443,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm Not There (2007),2007.0,3.95,442,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Intern (2015),2015.0,4.16,439,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"World's End, The (2013)",2013.0,3.88,437,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Chronicle (2012),2012.0,3.57,436,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Dreamcatcher (2003),2003.0,1.47,436,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
12 Years a Slave (2013),2013.0,3.92,435,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
School of Rock (2003),2003.0,3.76,435,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),2002.0,1.86,435,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Lars and the Real Girl (2007),2007.0,4.01,434,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Ocean's 8 (2018),2018.0,3.54,434,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
This Is the End (2013),2013.0,3.04,434,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Ghostbusters: Afterlife (2021),2021.0,4.23,432,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
The Death of Stalin (2017),2017.0,3.67,430,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Wrestler, The (2008)",2008.0,3.8,430,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Life (2017),2017.0,3.35,429,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Searching (2018),2018.0,4.0,427,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Separation, A (Jodaeiye Nader az Simin) (2011)",2011.0,4.35,426,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Girl with All the Gifts (2016),2016.0,4.28,424,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Charlie Wilson's War (2007),2007.0,4.0,424,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Matrix Resurrections (2021),2021.0,2.65,423,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Hell or High Water (2016),2016.0,4.05,422,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
American Gangster (2007),2007.0,4.05,420,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
The New Mutants (2020),2020.0,2.99,420,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Bad Boys for Life (2020),2020.0,1.68,419,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Night at the Museum (2006),2006.0,2.86,418,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
"Imaginarium of Doctor Parnassus, The (2009)",2009.0,3.84,418,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Match Point (2005),2005.0,4.09,417,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"Tree of Life, The (2011)",2011.0,3.98,416,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ring, The (2002)",2002.0,3.73,414,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Zero Dark Thirty (2012),2012.0,3.89,414,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Bowling for Columbine (2002),2002.0,2.74,414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Greatest Showman (2017),2017.0,3.63,412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Science of Sleep, The (La science des rêves) (2006)",2006.0,4.0,409,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
Billy Elliot (2000),2000.0,4.18,409,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard Candy (2005),2005.0,4.09,405,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Resident Evil: Apocalypse (2004),2004.0,2.28,403,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
The Invisible Man (2020),2020.0,3.71,402,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Star Wars: The Rise of Skywalker (2019),2019.0,2.5,400,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Aviator, The (2004)",2004.0,3.79,400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Upstream Color (2013),2013.0,3.81,400,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Citizenfour (2014),2014.0,4.32,399,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Before Midnight (2013),2013.0,4.08,396,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Boss Level (2019),2019.0,3.05,396,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Crazy Rich Asians (2018),2018.0,3.87,392,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I Care a Lot (2020),2020.0,3.47,391,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Top Gun: Maverick (2022),2022.0,3.74,388,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Fighter, The (2010)",2010.0,3.52,386,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Night House (2020),2020.0,3.04,385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Molly's Game (2017),2017.0,4.07,384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Invisible Guest (2016),2016.0,4.23,384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jonah Hex (2010),2010.0,0.7,381,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Fantastic Four: Rise of the Silver Surfer (2007),2007.0,1.44,381,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Crazies, The (2010)",2010.0,2.99,381,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",2003.0,3.28,378,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Cabin Fever (2002),2002.0,3.24,378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",2009.0,4.19,377,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
National Treasure (2004),2004.0,3.69,376,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Descent, The (2005)",2005.0,3.69,375,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Drag Me to Hell (2009),2009.0,3.17,374,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
I Saw the Devil (Akmareul boatda) (2010),2010.0,4.11,373,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Cell, The (2000)",2000.0,3.48,373,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Fantastic Four (2015),2015.0,1.18,371,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Chocolat (2000),2000.0,3.88,371,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6th Day, The (2000)",2000.0,3.48,371,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Master and Commander: The Far Side of the World (2003),2003.0,4.12,371,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventureland (2009),2009.0,3.83,371,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Connected (2020),2020.0,4.12,370,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"Station Agent, The (2003)",2003.0,4.07,369,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Dreamers, The (2003)",2003.0,3.98,369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Freaky (2020),2020.0,2.68,369,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Perfume: The Story of a Murderer (2006),2006.0,4.0,368,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
The Trial of the Chicago 7 (2020),2020.0,4.23,368,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Red Sparrow (2018),2018.0,3.63,367,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Meet the Parents (2000),2000.0,3.29,367,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Catwoman (2004),2004.0,1.49,366,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
American Sniper (2014),2014.0,3.41,365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Hunger Games: Mockingjay - Part 1 (2014),2014.0,3.38,365,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
After Earth (2013),2013.0,2.34,364,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"Animatrix, The (2003)",2003.0,4.25,363,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wanted (2008),2008.0,3.11,363,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",2008.0,3.79,361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Solaris (2002),2002.0,3.1,361,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Short Term 12 (2013),2013.0,4.17,360,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gangs of New York (2002),2002.0,3.64,359,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tomorrowland (2015),2015.0,3.74,358,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
The Fault in Our Stars (2014),2014.0,3.54,357,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
First Man (2018),2018.0,3.84,355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adventures of Tintin, The (2011)",2011.0,3.6,354,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Town, The (2010)",2010.0,3.78,354,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"Aristocrats, The (2005)",2005.0,3.94,354,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Good bye, Lenin! (2003)",2003.0,4.25,354,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Inconvenient Truth, An (2006)",2006.0,2.37,353,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Holiday, The (2006)",2006.0,3.37,351,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Step Brothers (2008),2008.0,3.69,350,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kubo and the Two Strings (2016),2016.0,3.78,350,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Brothers Bloom, The (2008)",2008.0,3.78,350,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
The Big Sick (2017),2017.0,3.96,349,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Glass Onion: A Knives Out Mystery (2022),2022.0,3.57,346,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Kingdom of Heaven (2005),2005.0,3.95,345,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Jason X (2002),2002.0,1.09,343,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"Patriot, The (2000)",2000.0,3.34,341,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Straight Outta Compton (2015),2015.0,3.79,341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mummy: Tomb of the Dragon Emperor, The (2008)",2008.0,1.64,340,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
And Your Mother Too (Y tu mamá también) (2001),2001.0,4.29,339,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Whole Nine Yards, The (2000)",2000.0,3.27,338,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Army of the Dead (2021),2021.0,2.88,337,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Mission: Impossible - Ghost Protocol (2011),2011.0,3.82,337,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
30 Days of Night (2007),2007.0,3.92,337,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Father (2020),2020.0,4.01,336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Artist (2011),2011.0,3.9,335,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Remember the Titans (2000),2000.0,3.89,335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ghost Writer, The (2010)",2010.0,3.7,332,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
You Don't Mess with the Zohan (2008),2008.0,1.55,330,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Education, An (2009)",2009.0,3.82,329,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Team America: World Police (2004),2004.0,3.69,327,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Dictator, The (2012)",2012.0,3.56,326,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hitch (2005),2005.0,2.82,325,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
