,title,genres,Year,average_rating,rating_count
230376,Daredevil (2003),Action|Crime,2003.0,1.84,723
417139,Hellboy (2019),Action|Adventure|Fantasy,2019.0,1.17,722
479732,"Incredible Hulk, The (2008)",Action|Sci-Fi,2008.0,2.13,720
469136,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,2000.0,4.28,714
356194,Garden State (2004),Comedy|Drama|Romance,2004.0,3.88,713
707672,Old (2021),Mystery|Thriller,2021.0,1.84,711
727959,Pandorum (2009),Horror|Sci-Fi|Thriller,2009.0,3.62,711
228494,Dallas Buyers Club (2013),Drama,2013.0,3.94,711
418464,"Help, The (2011)",Drama,2011.0,4.14,710
986003,The Old Guard (2020),Action|Fantasy,2020.0,3.57,710
512098,It (2017),Horror,2017.0,3.48,705
149812,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,2004.0,3.96,703
362109,Ghost in the Shell (2017),Action|Drama|Sci-Fi,2017.0,3.12,702
65068,Antichrist (2009),Drama|Fantasy,2009.0,4.07,701
443501,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,2010.0,4.36,701
914121,Sweeney Todd: The Demon Barber of Fleet Street (2007),Drama|Horror|Musical|Thriller,2007.0,3.92,699
174846,Captain Fantastic (2016),Drama,2016.0,4.17,698
461868,Idiocracy (2006),Adventure|Comedy|Sci-Fi|Thriller,2006.0,4.04,695
1072391,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,2005.0,3.2,693
240341,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller,2004.0,3.45,691
1040804,Unbreakable (2000),Drama|Sci-Fi,2000.0,4.22,689
311019,Eternals (2021),Action|Adventure|Fantasy|Sci-Fi,2021.0,3.12,689
1036348,Tucker & Dale vs Evil (2010),Comedy|Horror,2010.0,4.01,685
204496,Cloverfield (2008),Action|Mystery|Sci-Fi|Thriller,2008.0,3.49,685
39083,Alice in Wonderland (2010),Adventure|Fantasy|IMAX,2010.0,3.26,683
407964,Harry Potter and the Deathly Hallows: Part 2 (2011),Action|Adventure|Drama|Fantasy|Mystery|IMAX,2011.0,4.13,677
354609,Game Night (2018),Action|Comedy|Crime|Horror,2018.0,3.96,675
1107897,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,2006.0,3.04,674
694204,Nobody (2021),Action|Crime|Thriller,2021.0,3.61,673
655294,"Mist, The (2007)",Horror|Sci-Fi,2007.0,3.53,671
403787,Happy Death Day (2017),Horror|Mystery|Thriller,2017.0,3.48,671
125130,Black Hawk Down (2001),Action|Drama|War,2001.0,3.95,668
409427,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,2009.0,3.85,667
574968,Let the Right One In (Låt den rätte komma in) (2008),Drama|Fantasy|Horror|Romance,2008.0,4.04,667
155104,Brick (2005),Crime|Drama|Film-Noir|Mystery,2005.0,3.01,663
845209,Signs (2002),Horror|Sci-Fi|Thriller,2002.0,3.22,663
1088525,Wild Tales (2014),Comedy|Drama|Thriller,2014.0,4.27,661
560838,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX,2008.0,4.04,660
482024,Indiana Jones and the Kingdom of the Crystal Skull (2008),Action|Adventure|Comedy|Sci-Fi,2008.0,2.07,659
968339,The Killing of a Sacred Deer (2017),Drama|Horror|Mystery|Thriller,2017.0,3.34,659
289866,Eastern Promises (2007),Crime|Drama|Thriller,2007.0,4.12,659
752672,Planet Terror (2007),Action|Horror|Sci-Fi,2007.0,3.42,658
1052828,Us (2019),Horror|Thriller,2019.0,3.72,657
400024,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy,2008.0,2.89,648
609178,Lucky Number Slevin (2006),Crime|Drama|Mystery,2006.0,4.22,648
210492,Colossal (2016),Action|Sci-Fi|Thriller,2016.0,2.73,647
266660,Doctor Strange in the Multiverse of Madness (2022),Action|Adventure|Fantasy,2022.0,3.24,646
201200,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance,2006.0,2.9,646
926295,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi,2003.0,3.11,644
916738,"Synecdoche, New York (2008)",Comedy|Drama,2008.0,4.3,642
515230,"Italian Job, The (2003)",Action|Crime,2003.0,3.73,641
922741,Ted (2012),Comedy|Fantasy,2012.0,3.04,640
926939,Terminator Genisys (2015),Action|Adventure|Sci-Fi|Thriller,2015.0,2.16,638
1050102,Up in the Air (2009),Drama|Romance,2009.0,4.03,638
747834,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,2006.0,3.72,638
1102866,X (2022),Horror|Mystery|Thriller,2022.0,3.89,634
345579,Freddy vs. Jason (2003),Action|Horror|Thriller,2003.0,1.74,633
130931,Black Widow (2021),Action|Adventure|Drama|Thriller,2021.0,3.44,633
755677,Portrait of a Lady on Fire (2019),Drama|Romance,2019.0,3.89,632
209838,Color Out of Space (2019),Horror|Sci-Fi,2019.0,3.94,630
1094811,"Wolverine, The (2013)",Action|Adventure|Fantasy|Sci-Fi,2013.0,3.0,628
1024956,Traffic (2000),Crime|Drama|Thriller,2000.0,4.52,626
801935,Room (2015),Drama,2015.0,3.79,625
634715,Megamind (2010),Action|Animation|Children|Comedy|Sci-Fi|IMAX,2010.0,3.87,625
163106,Bullet Train (2022),Action|Mystery|Thriller,2022.0,3.86,621
934038,The Autopsy of Jane Doe (2016),Horror,2016.0,3.42,621
1119827,Zombieland: Double Tap (2019),Action|Comedy|Horror,2019.0,3.21,620
449176,"Hurt Locker, The (2008)",Action|Drama|Thriller|War,2008.0,3.82,620
196467,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,2005.0,3.67,619
426896,High Fidelity (2000),Comedy|Drama|Romance,2000.0,3.87,617
706057,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller,2004.0,3.26,617
774145,Quantum of Solace (2008),Action|Adventure|Thriller,2008.0,3.49,616
558709,Knowing (2009),Action|Drama|Mystery|Sci-Fi|Thriller,2009.0,2.93,615
780512,Ready or Not (2019),Comedy|Horror|Thriller,2019.0,3.46,612
370882,Glass (2019),Drama|Horror|Mystery|Sci-Fi|Thriller,2019.0,3.49,612
1105481,X-Men: Apocalypse (2016),Action|Adventure|Fantasy|Sci-Fi,2016.0,3.8,611
1037983,Twilight (2008),Drama|Fantasy|Romance|Thriller,2008.0,2.89,608
454106,I Heart Huckabees (2004),Comedy,2004.0,3.59,607
361165,Ghost World (2001),Comedy|Drama,2001.0,3.42,606
231118,"Darjeeling Limited, The (2007)",Adventure|Comedy|Drama,2007.0,4.12,605
796639,Road to Perdition (2002),Crime|Drama,2002.0,3.66,596
944317,The Dead Don't Die (2019),Comedy|Horror,2019.0,2.18,596
524885,John Wick: Chapter Two (2017),Action|Crime|Thriller,2017.0,3.71,595
247434,Death Proof (2007),Action|Adventure|Crime|Horror|Thriller,2007.0,3.59,595
179346,Cashback (2006),Comedy|Drama|Romance,2006.0,4.12,595
432121,"Hobbit: The Desolation of Smaug, The (2013)",Adventure|Fantasy|IMAX,2013.0,3.82,595
866517,Soul (2020),Adventure|Animation|Children|Comedy|Fantasy,2020.0,4.18,594
585632,Live Free or Die Hard (2007),Action|Adventure|Crime|Thriller,2007.0,3.24,593
889543,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX,2013.0,3.71,592
535805,Jupiter Ascending (2015),Action|Adventure|Sci-Fi,2015.0,1.98,592
339814,Ford v. Ferrari (2019),Action|Drama,2019.0,4.13,590
212626,"Conjuring, The (2013)",Horror|Thriller,2013.0,3.52,589
960513,The Hunger Games: Catching Fire (2013),Action|Adventure|Sci-Fi|IMAX,2013.0,3.55,586
340457,Forgetting Sarah Marshall (2008),Comedy|Romance,2008.0,3.72,583
797239,"Road, The (2009)",Adventure|Drama|Thriller,2009.0,3.81,581
750607,Pitch Black (2000),Horror|Sci-Fi|Thriller,2000.0,3.31,581
42791,Almost Famous (2000),Drama,2000.0,4.25,577
669459,Moulin Rouge (2001),Drama|Musical|Romance,2001.0,3.84,576
416563,Hellboy (2004),Action|Adventure|Fantasy|Horror,2004.0,3.65,576
1027551,Transcendence (2014),Drama|Sci-Fi|IMAX,2014.0,3.0,575
446394,Hulk (2003),Action|Adventure|Sci-Fi,2003.0,2.02,575
631194,"Maze Runner, The (2014)",Action|Mystery|Sci-Fi,2014.0,3.29,574
932748,The Amazing Spider-Man 2 (2014),Action|Sci-Fi|IMAX,2014.0,2.21,571
728727,Panic Room (2002),Thriller,2002.0,3.72,571
428984,"History of Violence, A (2005)",Action|Crime|Drama|Thriller,2005.0,3.84,571
120659,Bird Box (2018),Drama|Sci-Fi|Thriller,2018.0,3.16,569
656395,Moana (2016),Adventure|Animation|Children|Comedy|Fantasy,2016.0,3.85,568
435834,"Host, The (Gwoemul) (2006)",Comedy|Drama|Horror|Sci-Fi|Thriller,2006.0,3.83,567
1035381,True Grit (2010),Western,2010.0,3.81,565
1115803,"Zero Theorem, The (2013)",Drama|Fantasy|Sci-Fi,2013.0,3.96,563
624501,Marriage Story (2019),Comedy|Drama,2019.0,4.05,563
970327,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy,2014.0,3.95,562
1077362,We Need to Talk About Kevin (2011),Drama|Thriller,2011.0,3.56,561
157107,Bridget Jones's Diary (2001),Comedy|Drama|Romance,2001.0,3.74,561
447583,Hunt for the Wilderpeople (2016),Adventure|Comedy,2016.0,4.23,559
254954,"Devil Wears Prada, The (2006)",Comedy|Drama,2006.0,3.97,559
620729,Manchester by the Sea (2016),Drama,2016.0,3.86,557
904356,Sucker Punch (2011),Action|Fantasy|Thriller|IMAX,2011.0,3.39,557
520062,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,2009.0,2.54,556
131889,Blade II (2002),Action|Horror|Thriller,2002.0,3.21,556
1017667,"Timecrimes (Cronocrímenes, Los) (2007)",Sci-Fi|Thriller,2007.0,3.92,555
109409,Before Sunset (2004),Drama|Romance,2004.0,4.24,553
771881,"Punisher, The (2004)",Action|Crime|Thriller,2004.0,2.59,551
1044148,Underworld (2003),Action|Fantasy|Horror,2003.0,3.54,550
452203,I Am Mother (2019),Sci-Fi|Thriller,2019.0,3.8,549
20368,9 (2009),Adventure|Animation|Sci-Fi,2009.0,3.34,547
76453,Atomic Blonde (2017),Thriller,2017.0,3.71,547
998335,The Theory of Everything (2014),Drama|Romance,2014.0,4.13,546
1022289,Total Recall (2012),Action|Sci-Fi|Thriller,2012.0,3.31,545
220218,Crash (2004),Crime|Drama,2004.0,3.95,543
353652,G.I. Joe: The Rise of Cobra (2009),Action|Adventure|Sci-Fi|Thriller,2009.0,1.38,543
967324,The Irishman (2019),Crime|Drama,2019.0,3.41,543
684967,Never Let Me Go (2010),Drama|Romance|Sci-Fi,2010.0,3.66,543
305289,Erin Brockovich (2000),Drama,2000.0,2.73,542
966763,The Invitation (2015),Horror|Thriller,2015.0,3.36,542
301469,Enemy at the Gates (2001),Drama|War,2001.0,4.44,541
388863,Green Lantern (2011),Action|Adventure|Sci-Fi,2011.0,1.43,537
625486,Martyrs (2008),Horror,2008.0,3.61,537
863682,Solo: A Star Wars Story (2018),Action|Adventure|Children|Sci-Fi,2018.0,3.62,537
795691,Rise of the Planet of the Apes (2011),Action|Drama|Sci-Fi|Thriller,2011.0,3.64,536
747300,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,2007.0,3.54,534
34360,"Adjustment Bureau, The (2011)",Romance|Sci-Fi|Thriller,2011.0,3.52,532
3705,127 Hours (2010),Adventure|Drama|Thriller,2010.0,3.71,532
1034184,Tropic Thunder (2008),Action|Adventure|Comedy|War,2008.0,3.72,532
912162,Surrogates (2009),Action|Sci-Fi|Thriller,2009.0,3.48,532
786623,Repo Men (2010),Action|Sci-Fi|Thriller,2010.0,3.43,531
445865,Hugo (2011),Children|Drama|Mystery,2011.0,3.7,528
1078727,Wedding Crashers (2005),Comedy|Romance,2005.0,3.47,528
439534,Hotel Rwanda (2004),Drama|War,2004.0,4.22,527
18029,50/50 (2011),Comedy|Drama,2011.0,3.83,526
877848,Spider-Man: No Way Home (2021),Action|Adventure|Fantasy|Sci-Fi,2021.0,4.06,525
9673,21 Jump Street (2012),Action|Comedy|Crime,2012.0,3.91,525
653659,Mission: Impossible - Fallout (2018),Action|Adventure|Thriller,2018.0,4.0,524
386768,"Great Gatsby, The (2013)",Drama,2013.0,3.77,524
459648,Ice Age (2002),Adventure|Animation|Children|Comedy,2002.0,3.66,520
619470,Man of Steel (2013),Action|Adventure|Fantasy|Sci-Fi|IMAX,2013.0,3.39,519
537354,Jurassic World: Fallen Kingdom (2018),Action|Adventure|Drama|Sci-Fi|Thriller,2018.0,2.84,518
1120517,Zoolander (2001),Comedy,2001.0,3.59,518
152908,Boyhood (2014),Drama,2014.0,3.85,518
801210,Roma (2018),Drama,2018.0,3.87,515
161533,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,2003.0,3.58,515
17510,50 First Dates (2004),Comedy|Romance,2004.0,3.08,513
61163,Another Earth (2011),Drama|Romance|Sci-Fi,2011.0,2.25,511
137767,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,2006.0,4.01,511
573093,Legally Blonde (2001),Comedy|Romance,2001.0,3.77,511
480452,Incredibles 2 (2018),Action|Adventure|Animation|Children,2018.0,3.96,511
50366,American Hustle (2013),Crime|Drama,2013.0,3.83,509
866009,Sorry to Bother You (2018),Comedy|Fantasy|Sci-Fi,2018.0,4.05,508
847898,"Simpsons Movie, The (2007)",Animation|Comedy,2007.0,3.62,508
27327,"A-Team, The (2010)",Action|Comedy|Thriller,2010.0,2.42,507
424741,Hero (Ying xiong) (2002),Action|Adventure|Drama,2002.0,4.03,505
352603,Fury (2014),Action|Drama|War,2014.0,3.86,504
188716,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,2005.0,3.66,504
1110081,Yes Man (2008),Comedy,2008.0,3.69,504
217646,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,2005.0,3.85,504
682769,Napoleon Dynamite (2004),Comedy,2004.0,3.37,504
218813,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller,2001.0,4.37,503
1095522,"Woman in Black, The (2012)",Drama|Horror|Thriller,2012.0,2.43,502
311763,EuroTrip (2004),Adventure|Comedy,2004.0,3.16,502
736001,"Passion of the Christ, The (2004)",Drama,2004.0,2.95,500
1034876,Troy (2004),Action|Adventure|Drama|War,2004.0,3.86,500
156371,Bridge of Spies (2015),Drama|Thriller,2015.0,4.13,499
300127,Ender's Game (2013),Action|Adventure|Sci-Fi|IMAX,2013.0,3.56,499
145209,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,2000.0,4.03,498
7114,2 Guns (2013),Action|Comedy|Crime,2013.0,2.68,498
1102063,Wristcutters: A Love Story (2006),Drama|Fantasy|Romance,2006.0,2.71,498
136367,"Blind Side, The  (2009)",Drama,2009.0,3.82,497
1018333,Tinker Tailor Soldier Spy (2011),Drama|Film-Noir|Thriller,2011.0,4.08,497
94882,Bad Boys II (2003),Action|Comedy|Crime|Thriller,2003.0,3.03,497
790510,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller,2002.0,3.26,497
223204,Crimson Peak (2015),Horror,2015.0,3.54,497
890135,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller,2002.0,2.69,497
261189,Divergent (2014),Adventure|Romance|Sci-Fi|IMAX,2014.0,3.19,496
1010388,Thor: Love and Thunder (2022),Action|Adventure|Fantasy,2022.0,3.07,496
791720,Resident Evil: Retribution (2012),Action|Horror|Sci-Fi|IMAX,2012.0,0.86,495
324141,Fahrenheit 9/11 (2004),Documentary,2004.0,2.23,493
77016,Atonement (2007),Drama|Romance|War,2007.0,4.15,491
349510,From Hell (2001),Crime|Horror|Mystery|Thriller,2001.0,3.51,489
161013,"Brothers Grimm, The (2005)",Comedy|Fantasy|Horror|Thriller,2005.0,2.12,489
630592,May (2002),Drama|Horror,2002.0,2.72,489
915358,Swiss Army Man (2016),Comedy|Drama|Romance,2016.0,3.82,489
288515,Déjà Vu (Deja Vu) (2006),Action|Sci-Fi|Thriller,2006.0,3.51,489
25263,A Quiet Place Part II (2020),Drama|Sci-Fi|Thriller,2020.0,3.74,488
208864,Collateral (2004),Action|Crime|Drama|Thriller,2004.0,4.04,488
1122006,[REC] (2007),Drama|Horror|Thriller,2007.0,3.74,488
78157,Austin Powers in Goldmember (2002),Comedy,2002.0,2.73,487
155872,Bridesmaids (2011),Comedy,2011.0,3.54,485
560349,Kung Fu Hustle (Gong fu) (2004),Action|Comedy,2004.0,4.02,483
1063014,Vicky Cristina Barcelona (2008),Comedy|Drama|Romance,2008.0,3.87,483
514108,It's Kind of a Funny Story (2010),Comedy|Drama,2010.0,3.88,483
1101128,Wreck-It Ralph (2012),Animation|Comedy,2012.0,3.98,480
792902,Return to Sleepaway Camp (2008),Horror,2008.0,1.0,480
55830,Anchorman: The Legend of Ron Burgundy (2004),Comedy,2004.0,3.81,477
488071,Inside Llewyn Davis (2013),Drama,2013.0,3.17,476
834585,Sherlock Holmes: A Game of Shadows (2011),Action|Adventure|Comedy|Crime|Mystery|Thriller,2011.0,3.72,475
1122770,xXx (2002),Action|Crime|Thriller,2002.0,0.86,475
1028132,Transformers (2007),Action|Sci-Fi|Thriller|IMAX,2007.0,3.01,474
676574,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,2001.0,2.26,474
825312,"Serious Man, A (2009)",Comedy|Drama,2009.0,3.7,474
567747,"Last Airbender, The (2010)",Action|Adventure|Fantasy,2010.0,1.07,474
39885,Alien: Covenant (2017),Action|Horror|Sci-Fi|Thriller,2017.0,3.27,473
1123245,xXx: Return of Xander Cage (2017),Action|Adventure|Crime|Thriller,2017.0,0.61,473
96527,Bad Santa (2003),Comedy|Crime,2003.0,3.96,472
176768,Captain Phillips (2013),Adventure|Drama|Thriller|IMAX,2013.0,4.1,471
302499,Enter the Void (2009),Drama,2009.0,3.95,470
101831,Batman v Superman: Dawn of Justice (2016),Action|Adventure|Fantasy|Sci-Fi,2016.0,2.9,468
670247,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance,2005.0,3.32,468
1089968,Wind River (2017),Action|Crime|Mystery|Thriller,2017.0,3.97,467
769530,Promising Young Woman (2020),Crime|Drama|Thriller,2020.0,4.02,467
64441,Antebellum (2020),Horror,2020.0,2.56,467
410094,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX,2007.0,3.95,466
623096,Margin Call (2011),Drama|Thriller,2011.0,3.78,466
541999,Kick-Ass 2 (2013),Action|Comedy|Crime,2013.0,1.77,466
951582,The Gentlemen (2020),Action|Crime,2020.0,4.04,465
26400,A Star Is Born (2018),Drama|Romance,2018.0,3.71,464
277694,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi,2008.0,4.33,464
267831,Dogtooth (Kynodontas) (2009),Drama,2009.0,3.93,464
620023,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller,2004.0,3.99,463
997350,The Suicide Squad (2021),Action|Adventure|Crime|Fantasy,2021.0,3.68,463
641105,Memories of Murder (Salinui chueok) (2003),Crime|Drama|Mystery|Thriller,2003.0,4.35,462
519067,Jay and Silent Bob Strike Back (2001),Adventure|Comedy,2001.0,2.76,462
434961,Horrible Bosses (2011),Comedy|Crime,2011.0,3.63,461
808620,Salt (2010),Action|Thriller,2010.0,3.22,461
427519,High Life (2018),Drama|Horror|Mystery|Sci-Fi,2018.0,1.39,460
438833,Hot Tub Time Machine (2010),Comedy|Sci-Fi,2010.0,3.28,458
906277,Sully (2016),Drama,2016.0,3.99,457
353197,G.I. Joe: Retaliation (2013),Action|Adventure|Sci-Fi|Thriller|IMAX,2013.0,2.48,455
806519,Rush (2013),Action|Drama,2013.0,3.99,454
695893,Nope (2022),Horror|Mystery|Sci-Fi|Thriller,2022.0,3.84,453
403159,"Happening, The (2008)",Drama|Sci-Fi|Thriller,2008.0,2.48,452
236972,Dark Phoenix (2019),Action|Sci-Fi,2019.0,1.46,451
699552,Nymphomaniac: Volume I (2013),Drama,2013.0,4.03,449
66449,Apocalypto (2006),Adventure|Drama|Thriller,2006.0,4.0,449
1070134,Walk the Line (2005),Drama|Musical|Romance,2005.0,4.11,449
935068,The Ballad of Buster Scruggs (2018),Comedy|Drama|Western,2018.0,3.83,448
374114,Gone Baby Gone (2007),Crime|Drama|Mystery,2007.0,3.66,448
388417,"Green Hornet, The (2011)",Action|Comedy|Crime|Fantasy|Thriller|IMAX,2011.0,3.19,446
607681,"Love, Simon (2018)",Comedy|Drama,2018.0,3.98,446
327245,Fantastic Four (2005),Action|Adventure|Sci-Fi,2005.0,1.66,445
977074,The Man from U.N.C.L.E. (2015),Action|Adventure|Comedy,2015.0,3.83,444
316357,Evil Dead (2013),Horror,2013.0,3.95,444
114070,Big Eyes (2014),Drama,2014.0,3.04,444
276981,"Downfall (Untergang, Der) (2004)",Drama|War,2004.0,4.09,444
626927,"Master, The (2012)",Drama,2012.0,3.51,443
390715,Grindhouse (2007),Action|Crime|Horror|Sci-Fi|Thriller,2007.0,3.63,443
921251,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,2010.0,3.93,442
456796,I'm Not There (2007),Drama,2007.0,3.95,442
402049,Hanna (2011),Action|Adventure|Mystery|Thriller,2011.0,3.9,441
965054,The Intern (2015),Comedy,2015.0,4.16,439
742353,Persepolis (2007),Animation|Drama,2007.0,4.21,437
1100022,"World's End, The (2013)",Action|Comedy|Sci-Fi,2013.0,3.88,437
195897,Chronicle (2012),Action|Sci-Fi|Thriller,2012.0,3.57,436
279758,Dreamcatcher (2003),Drama|Horror|Sci-Fi|Thriller,2003.0,1.47,436
3260,12 Years a Slave (2013),Drama,2013.0,3.92,435
813924,School of Rock (2003),Comedy|Musical,2003.0,3.76,435
641907,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi,2002.0,1.86,435
19745,8 Mile (2002),Drama,2002.0,3.81,435
567274,Lars and the Real Girl (2007),Comedy|Drama,2007.0,4.01,434
703638,Ocean's 8 (2018),Action|Comedy|Crime|Thriller,2018.0,3.54,434
1008346,This Is the End (2013),Action|Comedy,2013.0,3.04,434
363720,Ghostbusters: Afterlife (2021),Comedy|Fantasy,2021.0,4.23,432
944989,The Death of Stalin (2017),Comedy,2017.0,3.67,430
1101621,"Wrestler, The (2008)",Drama,2008.0,3.8,430
576718,Life (2017),Horror|Sci-Fi|Thriller,2017.0,3.35,429
623690,Marie Antoinette (2006),Drama|Romance,2006.0,4.26,428
253833,Despicable Me (2010),Animation|Children|Comedy|Crime,2010.0,3.83,428
360324,Ghost Rider (2007),Action|Fantasy|Thriller,2007.0,1.58,428
817959,Searching (2018),Drama,2018.0,4.0,427
822818,"Separation, A (Jodaeiye Nader az Simin) (2011)",Drama,2011.0,4.35,426
695204,Nomadland (2020),Drama,2020.0,4.24,426
1090965,Winter's Bone (2010),Drama|Thriller,2010.0,3.88,425
952506,The Girl with All the Gifts (2016),Drama|Horror|Sci-Fi|Thriller,2016.0,4.28,424
188292,Charlie Wilson's War (2007),Comedy|Drama|War,2007.0,4.0,424
980705,The Matrix Resurrections (2021),Action|Adventure|Sci-Fi,2021.0,2.65,423
416113,Hell or High Water (2016),Crime|Drama,2016.0,4.05,422
911540,Superman Returns (2006),Action|Adventure|Sci-Fi|IMAX,2006.0,2.49,421
49678,American Gangster (2007),Crime|Drama|Thriller,2007.0,4.05,420
983104,The New Mutants (2020),Action|Horror|Sci-Fi,2020.0,2.99,420
1026681,Training Day (2001),Crime|Drama|Thriller,2001.0,4.23,420
321051,Exam (2009),Mystery|Thriller,2009.0,3.37,419
95379,Bad Boys for Life (2020),Action|Crime|Thriller,2020.0,1.68,419
687143,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX,2006.0,2.86,418
463861,"Imaginarium of Doctor Parnassus, The (2009)",Drama|Fantasy,2009.0,3.84,418
589515,Logan Lucky (2017),Comedy,2017.0,3.94,418
627481,Match Point (2005),Crime|Drama|Romance,2005.0,4.09,417
1030113,"Tree of Life, The (2011)",Drama,2011.0,3.98,416
794844,"Ring, The (2002)",Horror|Mystery|Thriller,2002.0,3.73,414
153880,Brave (2012),Action|Adventure|Animation|Children,2012.0,3.79,414
1115301,Zero Dark Thirty (2012),Action|Drama|Thriller,2012.0,3.89,414
151400,Bowling for Columbine (2002),Documentary,2002.0,2.74,414
